kf,Dehnung
212.374925482828,0
225.832238841355,0.001001001001001
232.117604803254,0.002002002002002
237.035076488699,0.003003003003003
241.219565727119,0.004004004004004
244.924559430509,0.005005005005005
248.282802222659,0.00600600600600601
251.374444636756,0.00700700700700701
254.252416935743,0.00800800800800801
256.953910866005,0.00900900900900901
259.506280535552,0.01001001001001
261.930362979975,0.011011011011011
264.242478768025,0.012012012012012
266.455703503408,0.013013013013013
268.580711478062,0.014014014014014
270.626355645358,0.015015015015015
272.600078358825,0.016016016016016
274.508209715604,0.017017017017017
276.356189040622,0.018018018018018
278.148732466976,0.019019019019019
279.889961867806,0.02002002002002
281.583505532813,0.021021021021021
283.232577827342,0.022022022022022
284.840042974125,0.023023023023023
286.408466672556,0.024024024024024
287.940158283086,0.025025025025025
289.437205608341,0.026026026026026
290.901503804,0.027027027027027
292.334779590191,0.028028028028028
293.738611667312,0.029029029029029
295.114448041226,0.03003003003003
296.463620812815,0.031031031031031
297.78735887255,0.032032032032032
299.086798852841,0.033033033033033
300.362994622657,0.034034034034034
301.616925555479,0.035035035035035
302.849503759481,0.036036036036036
304.061580425329,0.037037037037037
305.253951420151,0.038038038038038
306.427362234624,0.039039039039039
307.58251237262,0.04004004004004
308.720059258528,0.041041041041041
309.840621725718,0.042042042042042
310.944783139897,0.043043043043043
312.033094203175,0.044044044044044
313.106075477961,0.045045045045045
314.164219664276,0.046046046046046
315.207993659398,0.047047047047047
316.237840424823,0.048048048048048
317.254180682189,0.049049049049049
318.257414457007,0.0500500500500501
319.247922486609,0.0510510510510511
320.22606750668,0.0520520520520521
321.192195428984,0.0530530530530531
322.14663642134,0.0540540540540541
323.089705899636,0.0550550550550551
324.021705440502,0.0560560560560561
324.942923622286,0.0570570570570571
325.853636801126,0.0580580580580581
326.754109828156,0.0590590590590591
327.64459671323,0.0600600600600601
328.525341239972,0.0610610610610611
329.396577536467,0.0620620620620621
330.25853060545,0.0630630630630631
331.111416817456,0.0640640640640641
331.955444370069,0.0650650650650651
332.790813716079,0.0660660660660661
333.617717963082,0.0670670670670671
334.436343246842,0.0680680680680681
335.24686908048,0.0690690690690691
336.049468681391,0.0700700700700701
336.844309277607,0.0710710710710711
337.631552395165,0.0720720720720721
338.411354127904,0.0730730730730731
339.183865391002,0.0740740740740741
339.949232159415,0.0750750750750751
340.707595692338,0.0760760760760761
341.459092744647,0.0770770770770771
342.203855766267,0.0780780780780781
342.942013090272,0.0790790790790791
343.673689110511,0.0800800800800801
344.399004449455,0.0810810810810811
345.118076116922,0.0820820820820821
345.831017660269,0.0830830830830831
346.537939306631,0.0840840840840841
347.23894809769,0.0850850850850851
347.934148017468,0.0860860860860861
348.623640113571,0.0870870870870871
349.307522612306,0.0880880880880881
349.985891028022,0.0890890890890891
350.658838267048,0.0900900900900901
351.326454726547,0.0910910910910911
351.988828388578,0.0920920920920921
352.646044909659,0.0930930930930931
353.298187706085,0.0940940940940941
353.945338035252,0.0950950950950951
354.587575073203,0.0960960960960961
355.224975988622,0.0970970970970971
355.857616013463,0.0980980980980981
356.485568510407,0.0990990990990991
357.108905037312,0.1001001001001
357.727695408828,0.101101101101101
358.342007755323,0.102102102102102
358.951908579262,0.103103103103103
359.557462809172,0.104104104104104
360.158733851327,0.105105105105105
360.755783639255,0.106106106106106
361.348672681196,0.107107107107107
361.937460105597,0.108108108108108
362.522203704755,0.109109109109109
363.102959976695,0.11011011011011
363.679784165369,0.111111111111111
364.252730299255,0.112112112112112
364.821851228447,0.113113113113113
365.387198660287,0.114114114114114
365.948823193626,0.115115115115115
366.506774351768,0.116116116116116
367.061100614165,0.117117117117117
367.611849446915,0.118118118118118
368.15906733212,0.119119119119119
368.702799796163,0.12012012012012
369.243091436933,0.121121121121121
369.779985950073,0.122122122122122
370.313526154268,0.123123123123123
370.843754015629,0.124124124124124
371.370710671215,0.125125125125125
371.894436451718,0.126126126126126
372.414970903358,0.127127127127127
372.932352809019,0.128128128128128
373.446620208649,0.129129129129129
373.957810418974,0.13013013013013
374.465960052532,0.131131131131131
374.971105036076,0.132132132132132
375.473280628351,0.133133133133133
375.972521437294,0.134134134134134
376.468861436655,0.135135135135135
376.962333982085,0.136136136136136
377.452971826698,0.137137137137137
377.940807136128,0.138138138138138
378.425871503112,0.139139139139139
378.908195961608,0.14014014014014
379.387811000459,0.141141141141141
379.864746576646,0.142142142142142
380.339032128114,0.143143143143143
380.810696586209,0.144144144144144
381.279768387734,0.145145145145145
381.746275486638,0.146146146146146
382.210245365348,0.147147147147147
382.671705045764,0.148148148148148
383.130681099926,0.149149149149149
383.587199660365,0.15015015015015
384.041286430148,0.151151151151151
384.492966692628,0.152152152152152
384.942265320917,0.153153153153153
385.389206787076,0.154154154154154
385.833815171054,0.155155155155155
386.276114169359,0.156156156156156
386.716127103491,0.157157157157157
387.153876928142,0.158158158158158
387.589386239155,0.159159159159159
388.02267728127,0.16016016016016
388.453771955657,0.161161161161161
388.882691827238,0.162162162162162
389.309458131813,0.163163163163163
389.734091782989,0.164164164164164
390.156613378927,0.165165165165165
390.577043208902,0.166166166166166
390.995401259699,0.167167167167167
391.411707221826,0.168168168168168
391.825980495576,0.169169169169169
392.238240196923,0.17017017017017
392.648505163269,0.171171171171171
393.056793959037,0.172172172172172
393.463124881128,0.173173173173173
393.867515964231,0.174174174174174
394.269984986005,0.175175175175175
394.670549472124,0.176176176176176
395.069226701201,0.177177177177177
395.466033709582,0.178178178178178
395.860987296029,0.179179179179179
396.254104026282,0.18018018018018
396.645400237509,0.181181181181181
